Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1628WJ,66,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1689GC,189,1979,Vrijstaande woning,B,116.50842515192133,116.50842515192133,1156.9471830985915,,Medium,1689
1625NV,30,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1625
1625BR,70,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1628ZK,142,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1689XV,102,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,1156.9471830985915,,Low,1689
1628WJ,85,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625RL,156,1989,Vrijstaande woning,A,115.62438794949539,115.62438794949539,,,Medium,1625
1628VH,22,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1621ES,6,1860,Flatwoning (overig),G,139.56667581061652,139.56667581061652,,,Medium,1621
1689LK,53,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625GH,38,1979,Vrijstaande woning,C,116.50842515192133,116.50842515192133,,,Medium,1625
1624GP,84,2010,Flatwoning (overig),A,109.54866700542378,109.54866700542378,,,Low,1624
1628XC,27,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1689JL,210,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622JH,143,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628AT,59,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628MP,64,1989,Twee-onder-een-kap / rijwoning hoek,A,109.86208925115686,109.86208925115686,,,Medium,1628
1689LD,87,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1621HJ,27,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1621
1628XC,89,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689DG,31,1979,Twee-onder-een-kap / rijwoning hoek,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628VN,37,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1621BB,2,1930,Rijwoning tussen,G,131.71992409103498,131.71992409103498,,,Medium,1621
1628MR,84,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628XC,51,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1624EA,11,1930,Rijwoning tussen,C,131.71992409103498,131.71992409103498,,,Medium,1624
1625AE,85,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1689JX,145,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689MT,67,1979,Vrijstaande woning,B,116.50842515192133,116.50842515192133,1156.9471830985915,,Medium,1689
1628ZC,86,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1628ME,21,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1689SV,109,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625RK,96,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1625
1621AD,57,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1621
1621GD,25,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1622EP,224,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1628DH,132,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1628
1689WT,53,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628WS,100,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689ND,82,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622GR,91,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1621BJ,18,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1621
1628XS,95,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,,,Low,1628
1622BR,167,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1622
1628XC,134,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1622GL,19,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1621BV,127,1930,Flatwoning (overig),D,135.22283462059187,135.22283462059187,,,Medium,1621
1625ZS,121,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1625
1628WH,47,1995,Vrijstaande woning,B,113.52598135739291,113.52598135739291,,,Low,1628
1628TJ,70,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1689HA,25,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1689WR,79,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,1156.9471830985915,,Low,1689
1689LG,129,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1622EE,90,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1622
1625CH,28,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628JD,74,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689WH,105,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628ZP,85,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1628MK,56,1989,Rijwoning tussen,B,109.86208925115686,109.86208925115686,,,Medium,1628
1628VT,161,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1621MA,70,2003,Flatwoning (overig),A,104.55534279376513,104.55534279376513,,,Low,1621
1628RP,119,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1689GM,5,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,1156.9471830985915,,Low,1689
1628GR,131,1985,Twee-onder-een-kap / rijwoning hoek,B,113.6107490204253,113.6107490204253,,,Medium,1628
1628ZG,37,2003,Rijwoning tussen,B,101.54226689991124,101.54226689991124,,,Low,1628
1689EM,6,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1628ZN,53,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1689KP,32,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628WR,10,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1621LC,33,1930,Twee-onder-een-kap / rijwoning hoek,C,131.71992409103498,131.71992409103498,,,Medium,1621
1628WS,50,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1625EM,76,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625ZN,64,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1622EG,106,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1622
1624BB,71,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1624
1621CN,13,1930,Rijwoning tussen,C,131.71992409103498,131.71992409103498,,,Medium,1621
1625ZT,133,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1624CE,5,1955,Twee-onder-een-kap / rijwoning hoek,B,127.1241341728539,127.1241341728539,,,Medium,1624
1621HW,12,1930,Twee-onder-een-kap / rijwoning hoek,C,131.71992409103498,131.71992409103498,,,Medium,1621
1625RD,40,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1625
1625ZL,35,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1624BM,42,1930,Rijwoning tussen,D,131.71992409103498,131.71992409103498,,,Medium,1624
1689PG,13,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625RV,37,1989,Vrijstaande woning,A,115.62438794949539,115.62438794949539,,,Medium,1625
1628PS,12,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,,,Low,1628
1689VE,90,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1624BE,173,1930,Twee-onder-een-kap / rijwoning hoek,D,131.71992409103498,131.71992409103498,,,Medium,1624
1628HL,24,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1628ZH,46,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1628VN,33,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1625BD,65,1979,Vrijstaande woning,A,116.50842515192133,116.50842515192133,,,Medium,1625
1625NV,28,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1624GN,23,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1624
1625EL,58,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XV,183,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1628XR,37,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1625CV,23,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1622JV,206,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1625AK,52,1970,Twee-onder-een-kap / rijwoning hoek,C,112.90662717699382,112.90662717699382,,,Medium,1625
1624HG,174,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,,,Low,1624
1689WD,68,2010,Flatwoning (overig),A,109.54866700542378,109.54866700542378,1156.9471830985915,,Low,1689
1624TJ,55,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1624
1689EK,19,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1689CM,10,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,1156.9471830985915,,Low,1689
1628RA,13,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1689RM,10,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689DG,19,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XE,110,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1628LX,143,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1621ER,8,1955,Rijwoning tussen,E,127.1241341728539,127.1241341728539,,,Medium,1621
1628RT,60,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628VT,150,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1624HG,179,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1624
1624TL,68,1930,Rijwoning tussen,C,131.71992409103498,131.71992409103498,,,Medium,1624
1628CJ,65,1985,Twee-onder-een-kap / rijwoning hoek,A,113.6107490204253,113.6107490204253,,,Medium,1628
1689XK,9,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1622GX,169,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1622
1689DB,2,1979,Vrijstaande woning,C,116.50842515192133,116.50842515192133,1156.9471830985915,,Medium,1689
1625AC,55,1970,Twee-onder-een-kap / rijwoning hoek,B,112.90662717699382,112.90662717699382,,,Medium,1625
1625RH,36,1989,Rijwoning tussen,C,109.86208925115686,109.86208925115686,,,Medium,1625
1689WE,17,2010,Maisonnette,A,109.54866700542378,109.54866700542378,1156.9471830985915,,Low,1689
1628XV,173,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1625ZS,117,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1628XP,200,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1621BL,11,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1621
1625CA,6,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XV,169,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1621LC,23,1930,Twee-onder-een-kap / rijwoning hoek,F,131.71992409103498,131.71992409103498,,,Medium,1621
1621CE,12,1930,Rijwoning tussen,D,131.71992409103498,131.71992409103498,,,Medium,1621
1624GM,41,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,,,Low,1624
1628VB,12,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1624EG,48,1930,Vrijstaande woning,E,134.84789310910145,134.84789310910145,,,Medium,1624
1622GD,12,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1622
1689CS,2,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,1156.9471830985915,,Low,1689
1628XE,8,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689LA,18,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625RA,15,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1625
1689MV,72,1985,Vrijstaande woning,B,119.65330707648474,119.65330707648474,1156.9471830985915,,Medium,1689
1689GH,186,2010,Flatwoning (overig),A,109.54866700542378,109.54866700542378,1156.9471830985915,,Low,1689
1625ZT,129,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1622HN,167,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1621AA,67,1985,Maisonnette,C,114.45037214343544,114.45037214343544,,,Medium,1621
1625RJ,74,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1625
1622GC,44,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1625PJ,62,1985,Vrijstaande woning,C,119.65330707648474,119.65330707648474,,,Medium,1625
1625BC,48,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,,,Medium,1625
1628VH,9,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1628XB,45,1995,Rijwoning tussen,C,107.30673614195176,107.30673614195176,,,Low,1628
1622ES,9,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1622
1625EL,57,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1625GK,81,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1621AB,13,1930,Rijwoning tussen,D,131.71992409103498,131.71992409103498,,,Medium,1621
1628ST,47,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689MT,68,1979,Vrijstaande woning,C,116.50842515192133,116.50842515192133,1156.9471830985915,,Medium,1689
1628XT,127,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1689KT,102,1979,Twee-onder-een-kap / rijwoning hoek,D,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625ZW,165,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1625BG,16,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1625NV,19,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628VE,102,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1628WV,165,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1628WD,74,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1622BR,165,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1622
1621KZ,2,1930,Vrijstaande woning,D,134.84789310910145,134.84789310910145,,,Medium,1621
1621LD,45,1930,Rijwoning tussen,C,131.71992409103498,131.71992409103498,,,Medium,1621
1628XC,44,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1628VG,113,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628RT,72,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
1621KS,63,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1621
1628ZH,80,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1689WL,59,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689RB,37,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689WZ,36,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628RN,99,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628JD,77,1985,Twee-onder-een-kap / rijwoning hoek,C,113.6107490204253,113.6107490204253,,,Medium,1628
1625RG,59,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1625
1628XL,48,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1625ZK,20,1979,Twee-onder-een-kap / rijwoning hoek,A,110.4658670958619,110.4658670958619,,,Medium,1625
1625AH,15,1970,Vrijstaande woning,C,118.94918523305326,118.94918523305326,,,Medium,1625
1625BP,47,1970,Vrijstaande woning,C,118.94918523305326,118.94918523305326,,,Medium,1625
1628RV,90,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1622CG,96,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689EX,118,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,1156.9471830985915,,Low,1689
1628XR,8,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1689LE,103,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689DE,4,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625BD,56,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,,,Medium,1625
1624BC,113,1930,Twee-onder-een-kap / rijwoning hoek,D,131.71992409103498,131.71992409103498,,,Medium,1624
1625NE,75,1930,Vrijstaande woning,C,134.84789310910145,134.84789310910145,,,Medium,1625
1628TA,3,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1624PB,22,1930,Vrijstaande woning,D,134.84789310910145,134.84789310910145,,,Medium,1624
1625PJ,61,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628XD,125,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1621BN,4,1995,Maisonnette,A,109.70980857966758,109.70980857966758,,,Low,1621
1689PX,5,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1623RJ,50,1930,Twee-onder-een-kap / rijwoning hoek,E,131.71992409103498,131.71992409103498,,,Medium,1623
1622LP,60,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1622
1628CN,49,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1621HM,19,1930,Twee-onder-een-kap / rijwoning hoek,G,131.71992409103498,131.71992409103498,,,Medium,1621
1625NG,121,1979,Flatwoning (overig),B,111.40079160104537,111.40079160104537,,,Medium,1625
1628XA,97,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689ER,81,1955,Twee-onder-een-kap / rijwoning hoek,E,127.1241341728539,127.1241341728539,1156.9471830985915,,Medium,1689
1689XD,33,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,26,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,29,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,24,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,36,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,34,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,28,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,32,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,30,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,22,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,35,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,31,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,25,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,23,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689XD,27,2020,Flatwoning (overig),A,109.27828883723379,109.27828883723379,1156.9471830985915,,Low,1689
1689GW,15,1970,Rijwoning tussen,A,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1628JE,103,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1622HG,43,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628EM,70,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1621GD,9,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1621
1689TT,58,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628SN,50,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1628GW,8,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1689WT,36,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628VP,74,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628VN,36,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689LA,19,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689NM,24,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689SR,56,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628ZA,19,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1689GR,28,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1621KS,89,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1621
1628SB,27,1995,Twee-onder-een-kap / rijwoning hoek,A,107.30673614195176,107.30673614195176,,,Low,1628
1628XA,63,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1689KK,154,1979,Maisonnette,B,111.40079160104537,111.40079160104537,1156.9471830985915,,Medium,1689
1628XA,113,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628ZC,80,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1628RH,144,1995,Vrijstaande woning,A,113.52598135739291,113.52598135739291,,,Low,1628
1625DJ,133,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628JB,34,1985,Rijwoning tussen,B,113.6107490204253,113.6107490204253,,,Medium,1628
1628RS,47,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689JT,89,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XP,190,2003,Twee-onder-een-kap / rijwoning hoek,B,101.54226689991124,101.54226689991124,,,Low,1628
1622JH,131,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1623RT,6,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1623
1628AT,44,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628RX,139,1989,Twee-onder-een-kap / rijwoning hoek,A,109.86208925115686,109.86208925115686,,,Medium,1628
1689HJ,40,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1623LB,23,1930,Rijwoning tussen,F,131.71992409103498,131.71992409103498,,,Medium,1623
1689CP,120,2014,Rijwoning tussen,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1621LE,42,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1621
1622EN,202,1979,Flatwoning (overig),F,111.40079160104537,111.40079160104537,,,Medium,1622
1622HJ,85,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1625PH,31,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1689HP,15,1970,Twee-onder-een-kap / rijwoning hoek,D,112.90662717699382,112.90662717699382,1156.9471830985915,,Medium,1689
1689TT,48,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1623LX,48,2010,Flatwoning (overig),A,109.54866700542378,109.54866700542378,,,Low,1623
1628XC,128,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1621AA,109,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1621
1689NS,20,1979,Twee-onder-een-kap / rijwoning hoek,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628XD,95,1995,Rijwoning tussen,A,107.30673614195176,107.30673614195176,,,Low,1628
