Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1628BA,4,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,3,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,2,1983,Rijwoning tussen,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,10,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628BA,1,1983,Twee-onder-een-kap / rijwoning hoek,C,114.05825263825604,114.05825263825604,,,Medium,1628
1628WK,108,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689WE,103,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628XG,63,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1628WP,38,1995,Twee-onder-een-kap / rijwoning hoek,C,107.30673614195176,107.30673614195176,,,Low,1628
1628ZD,114,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1622CH,118,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,178,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,177,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,176,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,175,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,174,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,173,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,172,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,171,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,170,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,169,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,168,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,167,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,166,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,165,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,164,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,163,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,162,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,161,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,160,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,159,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,158,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,157,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,156,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CL,155,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,124,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,123,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,122,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,121,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,120,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,119,1976,Rijwoning tussen,C,108.45979057572748,108.45979057572748,,,Medium,1622
1622CH,117,1976,Twee-onder-een-kap / rijwoning hoek,C,108.45979057572748,108.45979057572748,,,Medium,1622
1624VB,6,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1624
1628BB,39,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1628
1621AA,168,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1689RP,47,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628RW,109,1989,Twee-onder-een-kap / rijwoning hoek,B,109.86208925115686,109.86208925115686,,,Medium,1628
1622GK,2,1979,Rijwoning tussen,D,110.4658670958619,110.4658670958619,,,Medium,1622
1628SJ,193,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1625ZT,139,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1628ZJ,97,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1689XP,23,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1622KV,26,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1625EP,32,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625AP,25,1970,Twee-onder-een-kap / rijwoning hoek,C,112.90662717699382,112.90662717699382,,,Medium,1625
1689CM,47,2011,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628XL,39,2003,Rijwoning tussen,B,101.54226689991124,101.54226689991124,,,Low,1628
1623RD,135,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1623
1689XL,7,2014,Vrijstaande woning,A,112.29791152826907,112.29791152826907,1156.9471830985915,,Low,1689
1689XP,12,2014,Rijwoning tussen,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1689CM,54,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1689XR,9,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1628MV,68,1989,Vrijstaande woning,A,115.62438794949539,115.62438794949539,,,Medium,1628
1628XN,157,2003,Rijwoning tussen,B,101.54226689991124,101.54226689991124,,,Low,1628
1628TG,39,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689MH,146,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625AJ,32,1970,Twee-onder-een-kap / rijwoning hoek,C,112.90662717699382,112.90662717699382,,,Medium,1625
1628TE,9,1995,Rijwoning tussen,C,107.30673614195176,107.30673614195176,,,Low,1628
1622GW,150,1979,Maisonnette,A,111.40079160104537,111.40079160104537,,,Medium,1622
1689WT,56,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1621ML,13,1995,Flatwoning (overig),B,109.70980857966758,109.70980857966758,,,Low,1621
1622EJ,125,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628ZD,176,2003,Rijwoning tussen,A,101.54226689991124,101.54226689991124,,,Low,1628
1621LN,189,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1689EL,61,1970,Vrijstaande woning,F,118.94918523305326,118.94918523305326,1156.9471830985915,,Medium,1689
1628XB,43,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1625HZ,80,1979,Maisonnette,C,111.40079160104537,111.40079160104537,,,Medium,1625
1689XR,8,2014,Twee-onder-een-kap / rijwoning hoek,A,105.28906558217606,105.28906558217606,1156.9471830985915,,Low,1689
1621GC,9,1930,Twee-onder-een-kap / rijwoning hoek,F,131.71992409103498,131.71992409103498,,,Medium,1621
1622GC,62,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1622EG,102,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1628SB,15,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1628ZM,4,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1625ZN,62,1979,Twee-onder-een-kap / rijwoning hoek,A,110.4658670958619,110.4658670958619,,,Medium,1625
1689HH,115,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1624GN,41,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,,,Low,1624
1625BL,83,1970,Rijwoning tussen,C,112.90662717699382,112.90662717699382,,,Medium,1625
1625PM,107,1979,Maisonnette,C,111.40079160104537,111.40079160104537,,,Medium,1625
1628JB,38,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1625ZT,140,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1625
1621BC,20,1800,Vrijstaande woning,B,138.74005646597695,138.74005646597695,,,Medium,1621
1622HK,107,1979,Maisonnette,B,111.40079160104537,111.40079160104537,,,Medium,1622
1628XA,274,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1622JT,180,1979,Twee-onder-een-kap / rijwoning hoek,D,110.4658670958619,110.4658670958619,,,Medium,1622
1624GH,19,1955,Twee-onder-een-kap / rijwoning hoek,C,127.1241341728539,127.1241341728539,,,Medium,1624
1622GX,179,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1689KK,151,1979,Maisonnette,C,111.40079160104537,111.40079160104537,1156.9471830985915,,Medium,1689
1621HA,31,1820,Flatwoning (overig),E,139.4135331601145,139.4135331601145,,,Medium,1621
1689KP,28,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1689BC,57,1979,Rijwoning tussen,D,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1621GD,34,2003,Flatwoning (overig),B,104.55534279376513,104.55534279376513,,,Low,1621
1628XG,65,2003,Vrijstaande woning,A,108.61841245857002,108.61841245857002,,,Low,1628
1628TJ,62,1995,Twee-onder-een-kap / rijwoning hoek,B,107.30673614195176,107.30673614195176,,,Low,1628
1622KD,68,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1622
1622KV,25,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,,,Medium,1622
1625HR,55,1979,Rijwoning tussen,C,110.4658670958619,110.4658670958619,,,Medium,1625
1622JL,45,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1622
1628XE,17,1995,Twee-onder-een-kap / rijwoning hoek,C,107.30673614195176,107.30673614195176,,,Low,1628
1628XT,136,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1628XS,69,2003,Twee-onder-een-kap / rijwoning hoek,A,101.54226689991124,101.54226689991124,,,Low,1628
1689WC,172,2010,Vrijstaande woning,A,112.44667778285562,112.44667778285562,1156.9471830985915,,Low,1689
1628WN,18,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1623RG,223,1929,Rijwoning tussen,D,130.8080496525209,130.8080496525209,,,Medium,1623
1689WE,139,2010,Twee-onder-een-kap / rijwoning hoek,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1628JA,19,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628PN,8,1989,Rijwoning tussen,C,109.86208925115686,109.86208925115686,,,Medium,1628
1628LJ,178,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628GZ,107,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1689JK,196,1979,Rijwoning tussen,D,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1628RJ,12,1989,Twee-onder-een-kap / rijwoning hoek,C,109.86208925115686,109.86208925115686,,,Medium,1628
1689WC,126,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1624VX,30,2010,Flatwoning (overig),B,109.54866700542378,109.54866700542378,,,Low,1624
1624BA,31,1930,Vrijstaande woning,G,134.84789310910145,134.84789310910145,,,Medium,1624
1689TL,24,1979,Rijwoning tussen,A,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1625BC,42,1979,Twee-onder-een-kap / rijwoning hoek,C,110.4658670958619,110.4658670958619,,,Medium,1625
1625AS,53,1970,Vrijstaande woning,C,118.94918523305326,118.94918523305326,,,Medium,1625
1622CP,47,1979,Flatwoning (overig),C,111.40079160104537,111.40079160104537,,,Medium,1622
1628ED,71,1985,Rijwoning tussen,C,113.6107490204253,113.6107490204253,,,Medium,1628
1628WR,38,1995,Rijwoning tussen,B,107.30673614195176,107.30673614195176,,,Low,1628
1689JH,147,1979,Rijwoning tussen,B,110.4658670958619,110.4658670958619,1156.9471830985915,,Medium,1689
1621BM,51,1930,Twee-onder-een-kap / rijwoning hoek,F,131.71992409103498,131.71992409103498,,,Medium,1621
1689WH,144,2010,Rijwoning tussen,A,105.76413881017014,105.76413881017014,1156.9471830985915,,Low,1689
1621GB,16,1930,Rijwoning tussen,E,131.71992409103498,131.71992409103498,,,Medium,1621
1628EB,41,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,37,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,34,1983,Maisonnette,B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,28,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,27,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,24,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,22,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,13,1983,Maisonnette,B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,9,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,5,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,2,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,39,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,37,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,36,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,35,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,29,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,28,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EJ,22,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EJ,20,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,55,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,54,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,53,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,52,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,51,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,50,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,49,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,48,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,47,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,46,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,45,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EC,44,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,43,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,42,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,40,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,39,1983,Maisonnette,B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,38,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,36,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,35,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,33,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,32,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,31,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,30,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,29,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,26,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,25,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,23,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EB,21,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,20,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,19,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,18,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,17,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,16,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,15,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,14,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,12,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,10,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,7,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,6,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,4,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EA,3,1983,Flatwoning (overig),B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,51,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,50,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,49,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,48,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,47,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,46,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,45,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,44,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,43,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,42,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,41,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EL,40,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,38,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,34,1983,Maisonnette,B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,33,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,32,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,31,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,30,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,27,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,26,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,25,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,24,1983,Flatwoning (overig),A,114.89787576126618,114.89787576126618,,,Medium,1628
1628EK,23,1983,Flatwoning (overig),B,114.89787576126618,114.89787576126618,,,Medium,1628
1628EJ,21,1983,Maisonnette,A,114.89787576126618,114.89787576126618,,,Medium,1628
